标识,app名,日期,活跃数,活跃度,行业活跃度基准值,行业活跃度均值
6620,百度推广,2017-01-01,64673,4.86e-05,0.056556,0.0004852
6620,百度推广,2017-02-01,65226,4.88e-05,0.05639,0.0005118
6620,百度推广,2017-08-01,68838,4.98e-05,0.0560412,0.0003815
6620,百度推广,2017-09-01,70440,5.05e-05,0.0555045,0.0005414
6620,百度推广,2017-06-01,74611,5.47e-05,0.0579732,0.0004622
6620,百度推广,2017-11-01,61412,4.35e-05,0.0532576,0.0006536
6620,百度推广,2017-07-01,69640,5.07e-05,0.0567826,0.0003679
6620,百度推广,2017-10-01,66109,4.7e-05,0.0545944,0.0006384
6620,百度推广,2017-05-01,74324,5.48e-05,0.0573222,0.0005277
6620,百度推广,2017-03-01,70955,5.27e-05,0.0571021,0.00041
6620,百度推广,2017-12-01,58291,4.11e-05,0.0521189,0.0006255
6620,百度推广,2018-01-01,58932,4.14e-05,0.0506156,0.0007171
6620,百度推广,2018-03-01,56194,3.89e-05,0.0584801,0.0007603
6620,百度推广,2018-02-01,53929,3.76e-05,0.0496045,0.0007026
6620,百度推广,2018-04-01,61354,4.13e-05,0.0594539,0.0007603
6620,百度推广,2018-05-01,62811,4.2e-05,0.0609023,0.0007603
6620,百度推广,2018-07-01,63182,4.15e-05,0.056651,0.0007458
6620,百度推广,2018-08-01,60792,3.95e-05,0.0480045,0.0007472
6620,百度推广,2018-06-01,62489,4.15e-05,0.0598758,0.0007603
6620,百度推广,2018-09-01,58903,3.79e-05,0.0528564,0.000751
6620,百度推广,2018-10-01,61928,3.94e-05,0.0433702,0.000751
6620,百度推广,2018-11-01,50782,3.2e-05,0.0376278,0.0007509
6620,百度推广,2018-12-01,44992,2.85e-05,0.0380731,0.0007499
6620,百度推广,2019-01-01,38978,2.47e-05,0.0388563,0.0007499
6620,百度推广,2019-03-01,43724,2.75e-05,0.0401574,0.0007499
6620,百度推广,2019-02-01,34336,2.16e-05,0.0388882,0.0007499
6620,百度推广,2019-04-01,35247,2.21e-05,0.0307689,0.0007499
6620,百度推广,2019-05-01,34743,2.18e-05,0.0305263,0.0007499
6620,百度推广,2019-06-01,35059,2.2e-05,0.0305263,0.0007499
6626,精品中国象棋,2017-01-01,150587,0.0001132,0.056556,0.0004852
6626,精品中国象棋,2017-03-01,122473,9.1e-05,0.0571021,0.00041
6626,精品中国象棋,2017-02-01,130404,9.75e-05,0.05639,0.0005118
6626,精品中国象棋,2017-04-01,119470,8.85e-05,0.0565626,0.0004095
6626,精品中国象棋,2017-05-01,120990,8.92e-05,0.0573222,0.0005277
6626,精品中国象棋,2017-06-01,115331,8.45e-05,0.0579732,0.0004622
6626,精品中国象棋,2017-08-01,91651,6.63e-05,0.0560412,0.0003815
6626,精品中国象棋,2017-07-01,107334,7.82e-05,0.0567826,0.0003679
6626,精品中国象棋,2017-09-01,84804,6.08e-05,0.0555045,0.0005414
6626,精品中国象棋,2017-10-01,80246,5.7e-05,0.0545944,0.0006384
6620,百度推广,,,,,
6626,精品中国象棋,2017-12-01,71101,5.01e-05,0.0521189,0.0006255
6626,精品中国象棋,2018-01-01,65279,4.58e-05,0.0506156,0.0007171
6626,精品中国象棋,2017-11-01,74816,5.31e-05,0.0532576,0.0006536
6626,精品中国象棋,2018-02-01,64553,4.5e-05,0.0496045,0.0007026
6626,精品中国象棋,2018-03-01,71055,4.92e-05,0.0584801,0.0007603
6626,精品中国象棋,2018-04-01,71758,4.83e-05,0.0594539,0.0007603
6626,精品中国象棋,2018-05-01,67077,4.48e-05,0.0609023,0.0007603
6626,精品中国象棋,2018-06-01,62684,4.16e-05,0.0598758,0.0007603
6626,精品中国象棋,2018-07-01,62840,4.13e-05,0.056651,0.0007458
6626,精品中国象棋,2018-08-01,52137,3.39e-05,0.0480045,0.0007472
6626,精品中国象棋,2018-09-01,51442,3.31e-05,0.0528564,0.000751
6626,精品中国象棋,2018-11-01,67757,4.27e-05,0.0376278,0.0007509
6626,精品中国象棋,2018-10-01,51508,3.28e-05,0.0433702,0.000751
6626,精品中国象棋,2018-12-01,69423,4.4e-05,0.0380731,0.0007499
6626,精品中国象棋,2019-01-01,90781,5.75e-05,0.0388563,0.0007499
6626,精品中国象棋,2019-03-01,116851,7.36e-05,0.0401574,0.0007499
6626,精品中国象棋,2019-02-01,100524,6.33e-05,0.0388882,0.0007499
6626,精品中国象棋,2019-04-01,29150,1.83e-05,0.0307689,0.0007499
6626,精品中国象棋,2019-05-01,27018,1.69e-05,0.0305263,0.0007499
6626,精品中国象棋,2019-06-01,27870,1.75e-05,0.0305263,0.0007499
6645,3D终极车神2,2017-01-01,114827,8.63e-05,0.056556,0.0004852
6645,3D终极车神2,2017-03-01,74163,5.51e-05,0.0571021,0.00041
6645,3D终极车神2,2017-02-01,107009,8e-05,0.05639,0.0005118
6645,3D终极车神2,2017-04-01,64634,4.79e-05,0.0565626,0.0004095
6645,3D终极车神2,2017-05-01,56435,4.16e-05,0.0573222,0.0005277
6645,3D终极车神2,2017-06-01,54103,3.96e-05,0.0579732,0.0004622
6645,3D终极车神2,2017-07-01,86046,6.27e-05,0.0567826,0.0003679
6645,3D终极车神2,2017-08-01,87580,6.34e-05,0.0560412,0.0003815
6645,3D终极车神2,2017-09-01,51452,3.69e-05,0.0555045,0.0005414
6645,3D终极车神2,2017-10-01,49923,3.55e-05,0.0545944,0.0006384
6645,3D终极车神2,2017-11-01,43357,3.07e-05,0.0532576,0.0006536
6645,3D终极车神2,2017-12-01,47448,3.35e-05,0.0521189,0.0006255
6645,3D终极车神2,2018-01-01,59665,4.19e-05,0.0506156,0.0007171
6645,3D终极车神2,2018-02-01,82283,5.73e-05,0.0496045,0.0007026
6645,3D终极车神2,2018-03-01,158534,0.0001097,0.0584801,0.0007603
6645,3D终极车神2,2018-05-01,108596,7.26e-05,0.0609023,0.0007603
6645,3D终极车神2,2018-04-01,133470,8.98e-05,0.0594539,0.0007603
6645,3D终极车神2,2018-06-01,103665,6.88e-05,0.0598758,0.0007603
6645,3D终极车神2,2018-07-01,129830,8.53e-05,0.056651,0.0007458
6645,3D终极车神2,2018-08-01,130996,8.52e-05,0.0480045,0.0007472
6645,3D终极车神2,2018-09-01,89982,5.79e-05,0.0528564,0.000751
6645,3D终极车神2,2018-10-01,77417,4.93e-05,0.0433702,0.000751
6645,3D终极车神2,2018-11-01,66816,4.21e-05,0.0376278,0.0007509
6645,3D终极车神2,2018-12-01,61874,3.92e-05,0.0380731,0.0007499
6645,3D终极车神2,2019-02-01,80229,5.05e-05,0.0388882,0.0007499
6645,3D终极车神2,2019-01-01,74635,4.73e-05,0.0388563,0.0007499
6645,3D终极车神2,2019-03-01,56296,3.55e-05,0.0401574,0.0007499
6645,3D终极车神2,2019-04-01,36836,2.31e-05,0.0307689,0.0007499
6645,3D终极车神2,2019-05-01,38895,2.44e-05,0.0305263,0.0007499
6645,3D终极车神2,2019-06-01,37922,2.38e-05,0.0305263,0.0007499
6655,喝水时间,2017-01-01,19673,1.48e-05,0.056556,0.0004852
6655,喝水时间,2017-02-01,22382,1.67e-05,0.05639,0.0005118
6655,喝水时间,2017-03-01,23638,1.76e-05,0.0571021,0.00041
6655,喝水时间,2017-05-01,22285,1.64e-05,0.0573222,0.0005277
6655,喝水时间,2017-06-01,23544,1.73e-05,0.0579732,0.0004622
6655,喝水时间,2017-07-01,20939,1.53e-05,0.0567826,0.0003679
6655,喝水时间,2017-08-01,18231,1.32e-05,0.0560412,0.0003815
6655,喝水时间,2017-09-01,13988,1e-05,0.0555045,0.0005414
6655,喝水时间,2017-10-01,12225,8.7e-06,0.0545944,0.0006384
6655,喝水时间,2017-11-01,10732,7.6e-06,0.0532576,0.0006536
6655,喝水时间,2017-12-01,9621,6.8e-06,0.0521189,0.0006255
6655,喝水时间,2018-01-01,9306,6.5e-06,0.0506156,0.0007171
6655,喝水时间,2018-02-01,9767,6.8e-06,0.0496045,0.0007026
6655,喝水时间,2018-03-01,2758,1.9e-06,0.0584801,0.0007603
6655,喝水时间,2018-04-01,2711,1.8e-06,0.0594539,0.0007603
6655,喝水时间,2018-05-01,2560,1.7e-06,0.0609023,0.0007603
6655,喝水时间,2018-06-01,2618,1.7e-06,0.0598758,0.0007603
6655,喝水时间,2018-07-01,3362,2.2e-06,0.056651,0.0007458
6655,喝水时间,2018-08-01,3675,2.4e-06,0.0480045,0.0007472
6655,喝水时间,2018-09-01,2911,1.9e-06,0.0528564,0.000751
6655,喝水时间,2018-10-01,3042,1.9e-06,0.0433702,0.000751
6655,喝水时间,2018-11-01,2262,1.4e-06,0.0376278,0.0007509
6655,喝水时间,2018-12-01,2035,1.3e-06,0.0380731,0.0007499
6655,喝水时间,2019-01-01,1820,1.2e-06,0.0388563,0.0007499
6655,喝水时间,2019-02-01,1468,9e-07,0.0388882,0.0007499
6655,喝水时间,2019-04-01,1294,8e-07,0.0307689,0.0007499
6655,喝水时间,2019-03-01,1192,8e-07,0.0401574,0.0007499
6655,喝水时间,2019-05-01,1059,7e-07,0.0305263,0.0007499
6655,喝水时间,2019-06-01,1133,7e-07,0.0305263,0.0007499
6675,听歌学英语,2017-01-01,125419,9.43e-05,0.056556,0.0004852
6675,听歌学英语,2017-02-01,113434,8.48e-05,0.05639,0.0005118
6675,听歌学英语,2017-04-01,114204,8.46e-05,0.0565626,0.0004095
6675,听歌学英语,2017-03-01,119106,8.85e-05,0.0571021,0.00041
6675,听歌学英语,2017-05-01,112554,8.29e-05,0.0573222,0.0005277
6675,听歌学英语,2017-07-01,111502,8.12e-05,0.0567826,0.0003679
6675,听歌学英语,2017-06-01,111167,8.15e-05,0.0579732,0.0004622
6675,听歌学英语,2017-08-01,108313,7.84e-05,0.0560412,0.0003815
6675,听歌学英语,2017-09-01,102399,7.34e-05,0.0555045,0.0005414
6675,听歌学英语,2017-10-01,101030,7.18e-05,0.0545944,0.0006384
6675,听歌学英语,2017-11-01,94751,6.72e-05,0.0532576,0.0006536
6675,听歌学英语,2017-12-01,90674,6.39e-05,0.0521189,0.0006255
6675,听歌学英语,2018-01-01,84241,5.91e-05,0.0506156,0.0007171
6675,听歌学英语,2018-02-01,80197,5.59e-05,0.0496045,0.0007026
6675,听歌学英语,2018-03-01,73907,5.11e-05,0.0584801,0.0007603
6675,听歌学英语,2018-04-01,73889,4.97e-05,0.0594539,0.0007603
6655,喝水时间,,,,,
6675,听歌学英语,2018-05-01,69870,4.67e-05,0.0609023,0.0007603
6675,听歌学英语,2018-06-01,71499,4.75e-05,0.0598758,0.0007603
6675,听歌学英语,2018-07-01,77309,5.08e-05,0.056651,0.0007458
6675,听歌学英语,2018-08-01,67663,4.4e-05,0.0480045,0.0007472
6675,听歌学英语,2018-09-01,70186,4.52e-05,0.0528564,0.000751
6675,听歌学英语,2018-11-01,55421,3.49e-05,0.0376278,0.0007509
6675,听歌学英语,2018-10-01,73077,4.65e-05,0.0433702,0.000751
6675,听歌学英语,2018-12-01,55583,3.52e-05,0.0380731,0.0007499
6675,听歌学英语,2019-01-01,48436,3.07e-05,0.0388563,0.0007499
6675,听歌学英语,2019-02-01,44983,2.83e-05,0.0388882,0.0007499
6675,听歌学英语,2019-03-01,51783,3.26e-05,0.0401574,0.0007499
6675,听歌学英语,2019-04-01,48309,3.03e-05,0.0307689,0.0007499
6675,听歌学英语,2019-05-01,48119,3.01e-05,0.0305263,0.0007499
6675,听歌学英语,2019-06-01,47589,2.98e-05,0.0305263,0.0007499
6682,真实赛车3,2017-01-01,562038,0.0004227,0.056556,0.0004852
6682,真实赛车3,2017-02-01,579765,0.0004334,0.05639,0.0005118
6682,真实赛车3,2017-05-01,592505,0.0004366,0.0573222,0.0005277
6682,真实赛车3,2017-03-01,536476,0.0003987,0.0571021,0.00041
6682,真实赛车3,2017-04-01,574914,0.000426,0.0565626,0.0004095
6682,真实赛车3,2017-06-01,560174,0.0004105,0.0579732,0.0004622
6682,真实赛车3,2017-07-01,565937,0.0004123,0.0567826,0.0003679
6682,真实赛车3,2017-08-01,437738,0.0003167,0.0560412,0.0003815
6682,真实赛车3,2017-09-01,342413,0.0002455,0.0555045,0.0005414
6682,真实赛车3,2017-10-01,357002,0.0002537,0.0545944,0.0006384
6682,真实赛车3,2017-11-01,405883,0.0002878,0.0532576,0.0006536
6682,真实赛车3,2017-12-01,398014,0.0002806,0.0521189,0.0006255
6682,真实赛车3,2018-01-01,370034,0.0002598,0.0506156,0.0007171
6682,真实赛车3,2018-02-01,392611,0.0002735,0.0496045,0.0007026
6682,真实赛车3,2018-03-01,370761,0.0002565,0.0584801,0.0007603
6682,真实赛车3,2018-04-01,409089,0.0002751,0.0594539,0.0007603
6682,真实赛车3,2018-06-01,492045,0.0003267,0.0598758,0.0007603
6682,真实赛车3,2018-07-01,646857,0.0004249,0.056651,0.0007458
6682,真实赛车3,2018-05-01,395395,0.0002644,0.0609023,0.0007603
6682,真实赛车3,2018-08-01,563594,0.0003664,0.0480045,0.0007472
6682,真实赛车3,2018-09-01,443078,0.0002852,0.0528564,0.000751
6682,真实赛车3,2018-10-01,455940,0.0002903,0.0433702,0.000751
6682,真实赛车3,2018-11-01,478023,0.0003012,0.0376278,0.0007509
6682,真实赛车3,2018-12-01,400966,0.0002542,0.0380731,0.0007499
6682,真实赛车3,2019-02-01,484988,0.0003054,0.0388882,0.0007499
6682,真实赛车3,2019-01-01,475314,0.0003012,0.0388563,0.0007499
6682,真实赛车3,2019-03-01,393527,0.0002479,0.0401574,0.0007499
6682,真实赛车3,2019-05-01,375522,0.0002352,0.0305263,0.0007499
6682,真实赛车3,2019-04-01,421983,0.0002643,0.0307689,0.0007499
6682,真实赛车3,2019-06-01,385502,0.0002415,0.0305263,0.0007499
6692,驯龙战机3D,2017-01-01,5277,4e-06,0.056556,0.0004852
6692,驯龙战机3D,2017-02-01,4574,3.4e-06,0.05639,0.0005118
6692,驯龙战机3D,2017-03-01,3938,2.9e-06,0.0571021,0.00041
6692,驯龙战机3D,2017-04-01,3589,2.7e-06,0.0565626,0.0004095
6692,驯龙战机3D,2017-06-01,1911,1.4e-06,0.0579732,0.0004622
6692,驯龙战机3D,2017-05-01,2540,1.9e-06,0.0573222,0.0005277
6692,驯龙战机3D,2017-07-01,1487,1.1e-06,0.0567826,0.0003679
6692,驯龙战机3D,2017-08-01,1147,8e-07,0.0560412,0.0003815
6692,驯龙战机3D,2017-09-01,795,6e-07,0.0555045,0.0005414
6692,驯龙战机3D,2017-10-01,604,4e-07,0.0545944,0.0006384
6692,驯龙战机3D,2017-11-01,476,3e-07,0.0532576,0.0006536
6692,驯龙战机3D,2017-12-01,409,3e-07,0.0521189,0.0006255
6692,驯龙战机3D,2018-02-01,336,2e-07,0.0496045,0.0007026
6692,驯龙战机3D,2018-01-01,372,3e-07,0.0506156,0.0007171
6692,驯龙战机3D,2018-03-01,404,3e-07,0.0584801,0.0007603
6692,驯龙战机3D,2018-04-01,338,2e-07,0.0594539,0.0007603
6692,驯龙战机3D,2018-05-01,350,2e-07,0.0609023,0.0007603
6692,驯龙战机3D,2018-06-01,323,2e-07,0.0598758,0.0007603
6692,驯龙战机3D,2018-07-01,247,2e-07,0.056651,0.0007458
6692,驯龙战机3D,2018-08-01,346,2e-07,0.0480045,0.0007472
6692,驯龙战机3D,2018-09-01,364,2e-07,0.0528564,0.000751
6692,驯龙战机3D,2018-10-01,472,3e-07,0.0433702,0.000751
6692,驯龙战机3D,2018-11-01,373,2e-07,0.0376278,0.0007509
6692,驯龙战机3D,2018-12-01,577,4e-07,0.0380731,0.0007499
6692,驯龙战机3D,2019-01-01,464,3e-07,0.0388563,0.0007499
6692,驯龙战机3D,2019-03-01,611,4e-07,0.0401574,0.0007499
6692,驯龙战机3D,2019-02-01,415,3e-07,0.0388882,0.0007499
6692,驯龙战机3D,2019-05-01,292,2e-07,0.0305263,0.0007499
6692,驯龙战机3D,2019-04-01,0,0,0.0307689,0.0007499
6692,驯龙战机3D,2019-06-01,304,2e-07,0.0305263,0.0007499
6696,率土之滨,2017-01-01,240379,0.0001808,0.056556,0.0004852
6696,率土之滨,2017-02-01,230039,0.000172,0.05639,0.0005118
6696,率土之滨,2017-03-01,248644,0.0001848,0.0571021,0.00041
6696,率土之滨,2017-04-01,311333,0.0002307,0.0565626,0.0004095
6696,率土之滨,2017-05-01,372138,0.0002742,0.0573222,0.0005277
6696,率土之滨,2017-06-01,334490,0.0002451,0.0579732,0.0004622
6696,率土之滨,2017-07-01,308709,0.0002249,0.0567826,0.0003679
6696,率土之滨,2017-08-01,305540,0.0002211,0.0560412,0.0003815
6696,率土之滨,2017-09-01,308551,0.0002213,0.0555045,0.0005414
6696,率土之滨,2017-10-01,340407,0.0002419,0.0545944,0.0006384
6696,率土之滨,2017-11-01,252783,0.0001793,0.0532576,0.0006536
6696,率土之滨,2018-01-01,288384,0.0002025,0.0506156,0.0007171
6696,率土之滨,2017-12-01,243502,0.0001717,0.0521189,0.0006255
6696,率土之滨,2018-02-01,339166,0.0002363,0.0496045,0.0007026
6696,率土之滨,2018-03-01,348473,0.0002411,0.0584801,0.0007603
6696,率土之滨,2018-04-01,322395,0.0002168,0.0594539,0.0007603
6696,率土之滨,2018-05-01,246588,0.0001649,0.0609023,0.0007603
6696,率土之滨,2018-06-01,244978,0.0001626,0.0598758,0.0007603
6696,率土之滨,2018-08-01,222811,0.0001448,0.0480045,0.0007472
6696,率土之滨,2018-07-01,239161,0.0001571,0.056651,0.0007458
6696,率土之滨,2018-09-01,214583,0.0001381,0.0528564,0.000751
6696,率土之滨,2018-11-01,263304,0.0001659,0.0376278,0.0007509
6696,率土之滨,2018-10-01,245911,0.0001566,0.0433702,0.000751
6696,率土之滨,2018-12-01,254249,0.0001612,0.0380731,0.0007499
6696,率土之滨,2019-01-01,363820,0.0002305,0.0388563,0.0007499
6696,率土之滨,2019-02-01,321168,0.0002022,0.0388882,0.0007499
6696,率土之滨,2019-03-01,328672,0.0002071,0.0401574,0.0007499
6696,率土之滨,2019-04-01,295215,0.0001849,0.0307689,0.0007499
6696,率土之滨,2019-06-01,275695,0.0001727,0.0305263,0.0007499
6696,率土之滨,2019-05-01,271364,0.00017,0.0305263,0.0007499
6699,4G电话,2017-01-01,3319,2.5e-06,0.056556,0.0004852
6699,4G电话,2017-03-01,1540,1.1e-06,0.0571021,0.00041
6699,4G电话,2017-02-01,1676,1.3e-06,0.05639,0.0005118
6699,4G电话,2017-04-01,1344,1e-06,0.0565626,0.0004095
6699,4G电话,2017-05-01,1269,9e-07,0.0573222,0.0005277
6699,4G电话,2017-06-01,1217,9e-07,0.0579732,0.0004622
6699,4G电话,2017-07-01,1103,8e-07,0.0567826,0.0003679
6699,4G电话,2017-10-01,1102,8e-07,0.0545944,0.0006384
6699,4G电话,2017-08-01,961,7e-07,0.0560412,0.0003815
6699,4G电话,2017-09-01,1036,7e-07,0.0555045,0.0005414
6699,4G电话,2017-11-01,1091,8e-07,0.0532576,0.0006536
6699,4G电话,2017-12-01,862,6e-07,0.0521189,0.0006255
6699,4G电话,2018-01-01,879,6e-07,0.0506156,0.0007171
6699,4G电话,2018-03-01,1387,1e-06,0.0584801,0.0007603
6699,4G电话,2018-02-01,957,7e-07,0.0496045,0.0007026
6699,4G电话,2018-04-01,1190,8e-07,0.0594539,0.0007603
6699,4G电话,2018-05-01,1163,8e-07,0.0609023,0.0007603
6699,4G电话,2018-06-01,1007,7e-07,0.0598758,0.0007603
6699,4G电话,2018-07-01,1103,7e-07,0.056651,0.0007458
6699,4G电话,2018-08-01,1359,9e-07,0.0480045,0.0007472
6699,4G电话,2018-09-01,1946,1.3e-06,0.0528564,0.000751
6699,4G电话,2018-10-01,1748,1.1e-06,0.0433702,0.000751
6699,4G电话,2018-11-01,2458,1.5e-06,0.0376278,0.0007509
6699,4G电话,2019-01-01,1980,1.3e-06,0.0388563,0.0007499
6699,4G电话,2018-12-01,2109,1.3e-06,0.0380731,0.0007499
6699,4G电话,2019-02-01,3263,2.1e-06,0.0388882,0.0007499
6699,4G电话,2019-03-01,3001,1.9e-06,0.0401574,0.0007499
6699,4G电话,2019-04-01,1926,1.2e-06,0.0307689,0.0007499
6699,4G电话,2019-05-01,1943,1.2e-06,0.0305263,0.0007499
6699,4G电话,2019-06-01,2027,1.3e-06,0.0305263,0.0007499
6702,西祠胡同,2017-01-01,181832,0.0001367,0.056556,0.0004852
6702,西祠胡同,2017-02-01,176124,0.0001317,0.05639,0.0005118
6702,西祠胡同,2017-03-01,183979,0.0001367,0.0571021,0.00041
6702,西祠胡同,2017-04-01,181495,0.0001345,0.0565626,0.0004095
6702,西祠胡同,2017-05-01,187800,0.0001384,0.0573222,0.0005277
6702,西祠胡同,2017-06-01,189980,0.0001392,0.0579732,0.0004622
6702,西祠胡同,2017-07-01,164885,0.0001201,0.0567826,0.0003679
6702,西祠胡同,2017-08-01,167467,0.0001212,0.0560412,0.0003815
6702,西祠胡同,2017-09-01,170305,0.0001221,0.0555045,0.0005414
6702,西祠胡同,2017-11-01,130658,9.27e-05,0.0532576,0.0006536
6702,西祠胡同,2017-10-01,146627,0.0001042,0.0545944,0.0006384
6702,西祠胡同,2017-12-01,123379,8.7e-05,0.0521189,0.0006255
6702,西祠胡同,2018-01-01,115369,8.1e-05,0.0506156,0.0007171
6702,西祠胡同,2018-02-01,105913,7.38e-05,0.0496045,0.0007026
6702,西祠胡同,2018-03-01,134476,9.3e-05,0.0584801,0.0007603
6702,西祠胡同,2018-04-01,141789,9.54e-05,0.0594539,0.0007603
6702,西祠胡同,2018-05-01,149191,9.97e-05,0.0609023,0.0007603
6702,西祠胡同,2018-06-01,132926,8.83e-05,0.0598758,0.0007603
6702,西祠胡同,2018-07-01,114616,7.53e-05,0.056651,0.0007458
6702,西祠胡同,2018-08-01,113724,7.39e-05,0.0480045,0.0007472
6702,西祠胡同,2018-09-01,115631,7.44e-05,0.0528564,0.000751
6702,西祠胡同,2018-10-01,96409,6.14e-05,0.0433702,0.000751
6702,西祠胡同,2018-11-01,98514,6.21e-05,0.0376278,0.0007509
6702,西祠胡同,2018-12-01,78836,5e-05,0.0380731,0.0007499
6702,西祠胡同,2019-01-01,90833,5.76e-05,0.0388563,0.0007499
6702,西祠胡同,2019-02-01,97490,6.14e-05,0.0388882,0.0007499
6702,西祠胡同,2019-03-01,121165,7.63e-05,0.0401574,0.0007499
6702,西祠胡同,2019-04-01,134948,8.45e-05,0.0307689,0.0007499
6702,西祠胡同,2019-05-01,127824,8.01e-05,0.0305263,0.0007499
6702,西祠胡同,2019-06-01,131196,8.22e-05,0.0305263,0.0007499
6717,银泰百货,2017-01-01,58238,4.38e-05,0.056556,0.0004852
6717,银泰百货,2017-02-01,35800,2.68e-05,0.05639,0.0005118
6717,银泰百货,2017-03-01,33585,2.5e-05,0.0571021,0.00041
6717,银泰百货,2017-04-01,30684,2.27e-05,0.0565626,0.0004095
6717,银泰百货,2017-05-01,28819,2.12e-05,0.0573222,0.0005277
6717,银泰百货,2017-06-01,27505,2.02e-05,0.0579732,0.0004622
6717,银泰百货,2017-07-01,23997,1.75e-05,0.0567826,0.0003679
6717,银泰百货,2017-08-01,21172,1.53e-05,0.0560412,0.0003815
6717,银泰百货,2017-09-01,20400,1.46e-05,0.0555045,0.0005414
6717,银泰百货,2017-10-01,19062,1.35e-05,0.0545944,0.0006384
6717,银泰百货,2017-12-01,15932,1.12e-05,0.0521189,0.0006255
6717,银泰百货,2017-11-01,17791,1.26e-05,0.0532576,0.0006536
6717,银泰百货,2018-01-01,13806,9.7e-06,0.0506156,0.0007171
6717,银泰百货,2018-02-01,11852,8.3e-06,0.0496045,0.0007026
6717,银泰百货,2018-03-01,18885,1.31e-05,0.0584801,0.0007603
6717,银泰百货,2018-04-01,18888,1.27e-05,0.0594539,0.0007603
6717,银泰百货,2018-05-01,19001,1.27e-05,0.0609023,0.0007603
6717,银泰百货,2018-06-01,15108,1e-05,0.0598758,0.0007603
6717,银泰百货,2018-07-01,12754,8.4e-06,0.056651,0.0007458
6717,银泰百货,2018-08-01,11457,7.4e-06,0.0480045,0.0007472
6717,银泰百货,2018-09-01,13840,8.9e-06,0.0528564,0.000751
6717,银泰百货,2018-10-01,9552,6.1e-06,0.0433702,0.000751
6717,银泰百货,2018-11-01,15789,9.9e-06,0.0376278,0.0007509
6717,银泰百货,2018-12-01,11247,7.1e-06,0.0380731,0.0007499
6717,银泰百货,2019-01-01,11538,7.3e-06,0.0388563,0.0007499
6717,银泰百货,2019-02-01,9993,6.3e-06,0.0388882,0.0007499
6717,银泰百货,2019-03-01,13459,8.5e-06,0.0401574,0.0007499
6717,银泰百货,2019-04-01,15021,9.4e-06,0.0307689,0.0007499
6717,银泰百货,2019-05-01,12629,7.9e-06,0.0305263,0.0007499
6717,银泰百货,2019-06-01,13149,8.2e-06,0.0305263,0.0007499
6734,刷刷手环,2017-01-01,154456,0.0001162,0.056556,0.0004852
6734,刷刷手环,2017-02-01,150296,0.0001124,0.05639,0.0005118
6734,刷刷手环,2017-03-01,155525,0.0001156,0.0571021,0.00041
6734,刷刷手环,2017-04-01,142712,0.0001058,0.0565626,0.0004095
6734,刷刷手环,2017-05-01,145616,0.0001073,0.0573222,0.0005277
6734,刷刷手环,2017-06-01,139342,0.0001021,0.0579732,0.0004622
6734,刷刷手环,2017-07-01,124545,9.07e-05,0.0567826,0.0003679
6734,刷刷手环,2017-08-01,91809,6.64e-05,0.0560412,0.0003815
6734,刷刷手环,2017-09-01,84418,6.05e-05,0.0555045,0.0005414
6734,刷刷手环,2017-10-01,70158,4.99e-05,0.0545944,0.0006384
6734,刷刷手环,2017-11-01,65558,4.65e-05,0.0532576,0.0006536
6734,刷刷手环,2017-12-01,56173,3.96e-05,0.0521189,0.0006255
6734,刷刷手环,2018-01-01,50473,3.54e-05,0.0506156,0.0007171
6734,刷刷手环,2018-02-01,47656,3.32e-05,0.0496045,0.0007026
6734,刷刷手环,2018-06-01,34542,2.29e-05,0.0598758,0.0007603
6734,刷刷手环,2018-04-01,34098,2.29e-05,0.0594539,0.0007603
6734,刷刷手环,2018-03-01,35217,2.44e-05,0.0584801,0.0007603
6734,刷刷手环,2018-05-01,32673,2.18e-05,0.0609023,0.0007603
6734,刷刷手环,2018-07-01,27450,1.8e-05,0.056651,0.0007458
6734,刷刷手环,2018-08-01,30461,1.98e-05,0.0480045,0.0007472
6734,刷刷手环,2018-09-01,27543,1.77e-05,0.0528564,0.000751
6734,刷刷手环,2018-10-01,25985,1.65e-05,0.0433702,0.000751
6734,刷刷手环,2018-11-01,26370,1.66e-05,0.0376278,0.0007509
6734,刷刷手环,2018-12-01,25455,1.61e-05,0.0380731,0.0007499
6734,刷刷手环,2019-01-01,29003,1.84e-05,0.0388563,0.0007499
6734,刷刷手环,2019-02-01,20464,1.29e-05,0.0388882,0.0007499
6734,刷刷手环,2019-03-01,19051,1.2e-05,0.0401574,0.0007499
6734,刷刷手环,2019-04-01,17864,1.12e-05,0.0307689,0.0007499
6734,刷刷手环,2019-05-01,16565,1.04e-05,0.0305263,0.0007499
6734,刷刷手环,2019-06-01,16334,1.02e-05,0.0305263,0.0007499
6750,到家美食会,2017-01-01,423297,0.0003183,0.056556,0.0004852
6750,到家美食会,2017-02-01,357292,0.0002671,0.05639,0.0005118
6750,到家美食会,2017-03-01,317313,0.0002358,0.0571021,0.00041
6750,到家美食会,2017-04-01,266475,0.0001975,0.0565626,0.0004095
6750,到家美食会,2017-05-01,249131,0.0001836,0.0573222,0.0005277
6750,到家美食会,2017-07-01,215173,0.0001568,0.0567826,0.0003679
6750,到家美食会,2017-06-01,236994,0.0001737,0.0579732,0.0004622
6750,到家美食会,2017-08-01,174714,0.0001264,0.0560412,0.0003815
6750,到家美食会,2017-09-01,164838,0.0001182,0.0555045,0.0005414
