标识,app名,日期,活跃数,活跃度,行业活跃度基准值,行业活跃度均值
15023,工程师爸爸儿童桌面,2018-11-01,16230,1.02e-05,0.0376278,0.0007509
15023,工程师爸爸儿童桌面,2018-12-01,11259,7.1e-06,0.0380731,0.0007499
15023,工程师爸爸儿童桌面,2019-01-01,16545,1.05e-05,0.0388563,0.0007499
15023,工程师爸爸儿童桌面,2019-02-01,11236,7.1e-06,0.0388882,0.0007499
15023,工程师爸爸儿童桌面,2019-03-01,16843,1.06e-05,0.0401574,0.0007499
15023,工程师爸爸儿童桌面,2019-04-01,4620,2.9e-06,0.0307689,0.0007499
15023,工程师爸爸儿童桌面,2019-05-01,9960,6.2e-06,0.0305263,0.0007499
15023,工程师爸爸儿童桌面,2019-06-01,9593,6e-06,0.0305263,0.0007499
15068,真实滑板,2017-02-01,209662,0.0001567,0.05639,0.0005118
15068,真实滑板,2017-01-01,200408,0.0001507,0.056556,0.0004852
15068,真实滑板,2017-03-01,193631,0.0001439,0.0571021,0.00041
15068,真实滑板,2017-04-01,216806,0.0001607,0.0565626,0.0004095
15068,真实滑板,2017-05-01,209324,0.0001542,0.0573222,0.0005277
15068,真实滑板,2017-06-01,184498,0.0001352,0.0579732,0.0004622
15068,真实滑板,2017-07-01,233162,0.0001699,0.0567826,0.0003679
15068,真实滑板,2017-08-01,251681,0.0001821,0.0560412,0.0003815
15068,真实滑板,2017-09-01,162903,0.0001168,0.0555045,0.0005414
15068,真实滑板,2017-10-01,160328,0.0001139,0.0545944,0.0006384
15068,真实滑板,2017-12-01,182914,0.000129,0.0521189,0.0006255
15068,真实滑板,2017-11-01,139615,9.9e-05,0.0532576,0.0006536
15068,真实滑板,2018-01-01,170191,0.0001195,0.0506156,0.0007171
15068,真实滑板,2018-02-01,237437,0.0001654,0.0496045,0.0007026
15068,真实滑板,2018-03-01,144203,9.98e-05,0.0584801,0.0007603
15068,真实滑板,2018-04-01,155663,0.0001047,0.0594539,0.0007603
15068,真实滑板,2018-05-01,131685,8.8e-05,0.0609023,0.0007603
15068,真实滑板,2018-07-01,225704,0.0001483,0.056651,0.0007458
15068,真实滑板,2018-06-01,115088,7.64e-05,0.0598758,0.0007603
15068,真实滑板,2018-08-01,209574,0.0001362,0.0480045,0.0007472
15068,真实滑板,2018-09-01,142050,9.14e-05,0.0528564,0.000751
15068,真实滑板,2018-10-01,206205,0.0001313,0.0433702,0.000751
15068,真实滑板,2018-11-01,238831,0.0001505,0.0376278,0.0007509
15068,真实滑板,2018-12-01,104236,6.61e-05,0.0380731,0.0007499
15068,真实滑板,2019-01-01,130952,8.3e-05,0.0388563,0.0007499
15068,真实滑板,2019-02-01,130644,8.23e-05,0.0388882,0.0007499
15068,真实滑板,2019-04-01,15112,9.5e-06,0.0307689,0.0007499
15068,真实滑板,2019-03-01,33835,2.13e-05,0.0401574,0.0007499
15068,真实滑板,2019-05-01,11302,7.1e-06,0.0305263,0.0007499
15068,真实滑板,2019-06-01,11961,7.5e-06,0.0305263,0.0007499
15087,3M捕鱼,2017-01-01,84218,6.33e-05,0.056556,0.0004852
15087,3M捕鱼,2017-02-01,79599,5.95e-05,0.05639,0.0005118
15087,3M捕鱼,2017-03-01,65085,4.84e-05,0.0571021,0.00041
15087,3M捕鱼,2017-04-01,59169,4.38e-05,0.0565626,0.0004095
15087,3M捕鱼,2017-05-01,52890,3.9e-05,0.0573222,0.0005277
15087,3M捕鱼,2017-06-01,55563,4.07e-05,0.0579732,0.0004622
15087,3M捕鱼,2017-09-01,25237,1.81e-05,0.0555045,0.0005414
15087,3M捕鱼,2017-08-01,46166,3.34e-05,0.0560412,0.0003815
15087,3M捕鱼,2017-07-01,64490,4.7e-05,0.0567826,0.0003679
15087,3M捕鱼,2017-10-01,21543,1.53e-05,0.0545944,0.0006384
15087,3M捕鱼,2017-11-01,22083,1.57e-05,0.0532576,0.0006536
15087,3M捕鱼,2017-12-01,20730,1.46e-05,0.0521189,0.0006255
15087,3M捕鱼,2018-01-01,24328,1.71e-05,0.0506156,0.0007171
15087,3M捕鱼,2018-02-01,23742,1.65e-05,0.0496045,0.0007026
15087,3M捕鱼,2018-03-01,32688,2.26e-05,0.0584801,0.0007603
15087,3M捕鱼,2018-04-01,27414,1.84e-05,0.0594539,0.0007603
15087,3M捕鱼,2018-05-01,21332,1.43e-05,0.0609023,0.0007603
15087,3M捕鱼,2018-06-01,24108,1.6e-05,0.0598758,0.0007603
15087,3M捕鱼,2018-07-01,24360,1.6e-05,0.056651,0.0007458
15087,3M捕鱼,2018-08-01,22850,1.49e-05,0.0480045,0.0007472
15087,3M捕鱼,2018-09-01,22151,1.43e-05,0.0528564,0.000751
15087,3M捕鱼,2018-10-01,28392,1.81e-05,0.0433702,0.000751
15087,3M捕鱼,2018-11-01,7725,4.9e-06,0.0376278,0.0007509
15087,3M捕鱼,2018-12-01,26323,1.67e-05,0.0380731,0.0007499
15087,3M捕鱼,2019-01-01,29629,1.88e-05,0.0388563,0.0007499
15087,3M捕鱼,2019-03-01,32557,2.05e-05,0.0401574,0.0007499
15087,3M捕鱼,2019-02-01,16567,1.04e-05,0.0388882,0.0007499
15087,3M捕鱼,2019-04-01,49958,3.13e-05,0.0307689,0.0007499
15087,3M捕鱼,2019-05-01,38301,2.4e-05,0.0305263,0.0007499
15097,一呆公寓,2017-01-01,29122,2.19e-05,0.056556,0.0004852
15087,3M捕鱼,2019-06-01,37408,2.34e-05,0.0305263,0.0007499
15097,一呆公寓,2017-02-01,26619,1.99e-05,0.05639,0.0005118
15097,一呆公寓,2017-03-01,24488,1.82e-05,0.0571021,0.00041
15097,一呆公寓,2017-04-01,22535,1.67e-05,0.0565626,0.0004095
15097,一呆公寓,2017-05-01,21984,1.62e-05,0.0573222,0.0005277
15097,一呆公寓,2017-07-01,15923,1.16e-05,0.0567826,0.0003679
15097,一呆公寓,2017-06-01,20607,1.51e-05,0.0579732,0.0004622
15097,一呆公寓,2017-08-01,14235,1.03e-05,0.0560412,0.0003815
15097,一呆公寓,2017-09-01,11854,8.5e-06,0.0555045,0.0005414
15097,一呆公寓,2017-10-01,10272,7.3e-06,0.0545944,0.0006384
15097,一呆公寓,2017-11-01,9166,6.5e-06,0.0532576,0.0006536
15097,一呆公寓,2017-12-01,7800,5.5e-06,0.0521189,0.0006255
15097,一呆公寓,2018-01-01,7324,5.1e-06,0.0506156,0.0007171
15097,一呆公寓,2018-02-01,7019,4.9e-06,0.0496045,0.0007026
15097,一呆公寓,2018-03-01,10509,7.3e-06,0.0584801,0.0007603
15097,一呆公寓,2018-04-01,9986,6.7e-06,0.0594539,0.0007603
15097,一呆公寓,2018-05-01,9928,6.6e-06,0.0609023,0.0007603
15097,一呆公寓,2018-06-01,7855,5.2e-06,0.0598758,0.0007603
15097,一呆公寓,2018-09-01,6826,4.4e-06,0.0528564,0.000751
15097,一呆公寓,2018-07-01,7698,5.1e-06,0.056651,0.0007458
15097,一呆公寓,2018-08-01,6673,4.3e-06,0.0480045,0.0007472
15097,一呆公寓,2018-10-01,8566,5.5e-06,0.0433702,0.000751
15097,一呆公寓,2018-11-01,8039,5.1e-06,0.0376278,0.0007509
15097,一呆公寓,2018-12-01,6882,4.4e-06,0.0380731,0.0007499
15097,一呆公寓,2019-01-01,6640,4.2e-06,0.0388563,0.0007499
15097,一呆公寓,2019-02-01,3713,2.3e-06,0.0388882,0.0007499
15097,一呆公寓,2019-03-01,5813,3.7e-06,0.0401574,0.0007499
15097,一呆公寓,2019-04-01,3732,2.3e-06,0.0307689,0.0007499
15097,一呆公寓,2019-05-01,6842,4.3e-06,0.0305263,0.0007499
15143,厕所大冒险,2017-01-01,170360,0.0001281,0.056556,0.0004852
15097,一呆公寓,2019-06-01,6655,4.2e-06,0.0305263,0.0007499
15143,厕所大冒险,2017-02-01,149242,0.0001116,0.05639,0.0005118
15143,厕所大冒险,2017-03-01,110600,8.22e-05,0.0571021,0.00041
15143,厕所大冒险,2017-04-01,99535,7.38e-05,0.0565626,0.0004095
15143,厕所大冒险,2017-05-01,91165,6.72e-05,0.0573222,0.0005277
15143,厕所大冒险,2017-06-01,84305,6.18e-05,0.0579732,0.0004622
15143,厕所大冒险,2017-07-01,117470,8.56e-05,0.0567826,0.0003679
15143,厕所大冒险,2017-08-01,104271,7.54e-05,0.0560412,0.0003815
15143,厕所大冒险,2017-09-01,63553,4.56e-05,0.0555045,0.0005414
15143,厕所大冒险,2017-11-01,44749,3.17e-05,0.0532576,0.0006536
15143,厕所大冒险,2017-10-01,67688,4.81e-05,0.0545944,0.0006384
15143,厕所大冒险,2017-12-01,38062,2.68e-05,0.0521189,0.0006255
15143,厕所大冒险,2018-01-01,47635,3.34e-05,0.0506156,0.0007171
15143,厕所大冒险,2018-02-01,53683,3.74e-05,0.0496045,0.0007026
15143,厕所大冒险,2018-03-01,120400,8.33e-05,0.0584801,0.0007603
15143,厕所大冒险,2018-04-01,109044,7.33e-05,0.0594539,0.0007603
15143,厕所大冒险,2018-05-01,91726,6.13e-05,0.0609023,0.0007603
15143,厕所大冒险,2018-06-01,76141,5.06e-05,0.0598758,0.0007603
15143,厕所大冒险,2018-07-01,100286,6.59e-05,0.056651,0.0007458
15143,厕所大冒险,2018-08-01,140222,9.12e-05,0.0480045,0.0007472
15143,厕所大冒险,2018-09-01,92986,5.99e-05,0.0528564,0.000751
15143,厕所大冒险,2018-10-01,53043,3.38e-05,0.0433702,0.000751
15143,厕所大冒险,2018-11-01,76115,4.8e-05,0.0376278,0.0007509
15143,厕所大冒险,2019-01-01,71078,4.5e-05,0.0388563,0.0007499
15143,厕所大冒险,2018-12-01,51958,3.29e-05,0.0380731,0.0007499
15143,厕所大冒险,2019-02-01,86098,5.42e-05,0.0388882,0.0007499
15143,厕所大冒险,2019-03-01,46992,2.96e-05,0.0401574,0.0007499
15143,厕所大冒险,2019-04-01,139812,8.76e-05,0.0307689,0.0007499
15143,厕所大冒险,2019-06-01,95658,5.99e-05,0.0305263,0.0007499
15143,厕所大冒险,2019-05-01,92541,5.8e-05,0.0305263,0.0007499
15154,加强型计算器,2017-01-01,111908,8.42e-05,0.056556,0.0004852
15154,加强型计算器,2017-02-01,108170,8.09e-05,0.05639,0.0005118
15154,加强型计算器,2017-03-01,106103,7.89e-05,0.0571021,0.00041
15154,加强型计算器,2017-04-01,98746,7.32e-05,0.0565626,0.0004095
15154,加强型计算器,2017-06-01,89427,6.55e-05,0.0579732,0.0004622
15154,加强型计算器,2017-07-01,80981,5.9e-05,0.0567826,0.0003679
15154,加强型计算器,2017-08-01,80232,5.81e-05,0.0560412,0.0003815
15154,加强型计算器,2017-10-01,72493,5.15e-05,0.0545944,0.0006384
15154,加强型计算器,2017-09-01,78756,5.65e-05,0.0555045,0.0005414
15154,加强型计算器,2017-11-01,72169,5.12e-05,0.0532576,0.0006536
15154,加强型计算器,2017-12-01,69612,4.91e-05,0.0521189,0.0006255
15154,加强型计算器,2018-01-01,70447,4.95e-05,0.0506156,0.0007171
15154,加强型计算器,2018-02-01,65560,4.57e-05,0.0496045,0.0007026
15154,加强型计算器,2018-03-01,37937,2.62e-05,0.0584801,0.0007603
15154,加强型计算器,2018-04-01,35694,2.4e-05,0.0594539,0.0007603
15154,加强型计算器,2018-05-01,33427,2.23e-05,0.0609023,0.0007603
15154,加强型计算器,2018-06-01,34016,2.26e-05,0.0598758,0.0007603
15154,加强型计算器,2018-07-01,34502,2.27e-05,0.056651,0.0007458
15154,加强型计算器,2018-08-01,34359,2.23e-05,0.0480045,0.0007472
15154,加强型计算器,2018-09-01,35842,2.31e-05,0.0528564,0.000751
15154,加强型计算器,2018-10-01,39103,2.49e-05,0.0433702,0.000751
15154,加强型计算器,2018-12-01,43369,2.75e-05,0.0380731,0.0007499
15154,加强型计算器,2018-11-01,44371,2.8e-05,0.0376278,0.0007509
15154,加强型计算器,2019-01-01,40410,2.56e-05,0.0388563,0.0007499
15154,加强型计算器,2019-02-01,42365,2.67e-05,0.0388882,0.0007499
15154,加强型计算器,2019-03-01,45527,2.87e-05,0.0401574,0.0007499
15154,加强型计算器,2019-04-01,48572,3.04e-05,0.0307689,0.0007499
15154,加强型计算器,2019-05-01,51274,3.21e-05,0.0305263,0.0007499
15154,加强型计算器,2019-06-01,51900,3.25e-05,0.0305263,0.0007499
15180,疯狂喷气机,2017-01-01,53948,4.06e-05,0.056556,0.0004852
15180,疯狂喷气机,2017-03-01,40118,2.98e-05,0.0571021,0.00041
15180,疯狂喷气机,2017-02-01,47947,3.58e-05,0.05639,0.0005118
15180,疯狂喷气机,2017-04-01,38035,2.82e-05,0.0565626,0.0004095
15180,疯狂喷气机,2017-05-01,38029,2.8e-05,0.0573222,0.0005277
15180,疯狂喷气机,2017-06-01,36464,2.67e-05,0.0579732,0.0004622
15180,疯狂喷气机,2017-07-01,45512,3.32e-05,0.0567826,0.0003679
15180,疯狂喷气机,2017-08-01,43119,3.12e-05,0.0560412,0.0003815
15180,疯狂喷气机,2017-09-01,26697,1.91e-05,0.0555045,0.0005414
15180,疯狂喷气机,2017-10-01,26365,1.87e-05,0.0545944,0.0006384
15180,疯狂喷气机,2017-12-01,25533,1.8e-05,0.0521189,0.0006255
15180,疯狂喷气机,2017-11-01,23436,1.66e-05,0.0532576,0.0006536
15180,疯狂喷气机,2018-01-01,34083,2.39e-05,0.0506156,0.0007171
15180,疯狂喷气机,2018-02-01,34566,2.41e-05,0.0496045,0.0007026
15180,疯狂喷气机,2018-03-01,29985,2.07e-05,0.0584801,0.0007603
15154,加强型计算器,,,,,
15180,疯狂喷气机,2018-04-01,28629,1.93e-05,0.0594539,0.0007603
15180,疯狂喷气机,2018-05-01,28013,1.87e-05,0.0609023,0.0007603
15180,疯狂喷气机,2018-06-01,26629,1.77e-05,0.0598758,0.0007603
15180,疯狂喷气机,2018-08-01,37560,2.44e-05,0.0480045,0.0007472
15180,疯狂喷气机,2018-07-01,27311,1.79e-05,0.056651,0.0007458
15180,疯狂喷气机,2018-09-01,26539,1.71e-05,0.0528564,0.000751
15180,疯狂喷气机,2018-10-01,17628,1.12e-05,0.0433702,0.000751
15180,疯狂喷气机,2018-11-01,22131,1.39e-05,0.0376278,0.0007509
15180,疯狂喷气机,2018-12-01,25173,1.6e-05,0.0380731,0.0007499
15180,疯狂喷气机,2019-01-01,37507,2.38e-05,0.0388563,0.0007499
15180,疯狂喷气机,2019-02-01,36212,2.28e-05,0.0388882,0.0007499
15180,疯狂喷气机,2019-03-01,19626,1.24e-05,0.0401574,0.0007499
15180,疯狂喷气机,2019-04-01,21001,1.32e-05,0.0307689,0.0007499
15180,疯狂喷气机,2019-06-01,30626,1.92e-05,0.0305263,0.0007499
15180,疯狂喷气机,2019-05-01,29122,1.82e-05,0.0305263,0.0007499
15198,开心泡泡龙,2017-01-01,62113,4.67e-05,0.056556,0.0004852
15198,开心泡泡龙,2017-02-01,59002,4.41e-05,0.05639,0.0005118
15198,开心泡泡龙,2017-03-01,41424,3.08e-05,0.0571021,0.00041
15198,开心泡泡龙,2017-05-01,33402,2.46e-05,0.0573222,0.0005277
15198,开心泡泡龙,2017-04-01,38914,2.88e-05,0.0565626,0.0004095
15198,开心泡泡龙,2017-06-01,34587,2.53e-05,0.0579732,0.0004622
15198,开心泡泡龙,2017-07-01,39250,2.86e-05,0.0567826,0.0003679
15198,开心泡泡龙,2017-08-01,27504,1.99e-05,0.0560412,0.0003815
15198,开心泡泡龙,2017-09-01,19258,1.38e-05,0.0555045,0.0005414
15198,开心泡泡龙,2017-10-01,16117,1.15e-05,0.0545944,0.0006384
15198,开心泡泡龙,2017-11-01,15007,1.06e-05,0.0532576,0.0006536
15198,开心泡泡龙,2017-12-01,14285,1.01e-05,0.0521189,0.0006255
15198,开心泡泡龙,2018-01-01,14487,1.02e-05,0.0506156,0.0007171
15198,开心泡泡龙,2018-02-01,14809,1.03e-05,0.0496045,0.0007026
15198,开心泡泡龙,2018-03-01,76001,5.26e-05,0.0584801,0.0007603
15198,开心泡泡龙,2018-04-01,72515,4.88e-05,0.0594539,0.0007603
15198,开心泡泡龙,2018-05-01,64426,4.31e-05,0.0609023,0.0007603
15198,开心泡泡龙,2018-06-01,58199,3.86e-05,0.0598758,0.0007603
15198,开心泡泡龙,2018-07-01,61227,4.02e-05,0.056651,0.0007458
15198,开心泡泡龙,2018-08-01,82332,5.35e-05,0.0480045,0.0007472
15198,开心泡泡龙,2018-09-01,78266,5.04e-05,0.0528564,0.000751
15198,开心泡泡龙,2018-10-01,69200,4.41e-05,0.0433702,0.000751
15198,开心泡泡龙,2018-11-01,87051,5.48e-05,0.0376278,0.0007509
15198,开心泡泡龙,2018-12-01,59502,3.77e-05,0.0380731,0.0007499
15198,开心泡泡龙,2019-01-01,72547,4.6e-05,0.0388563,0.0007499
15198,开心泡泡龙,2019-02-01,60418,3.8e-05,0.0388882,0.0007499
15198,开心泡泡龙,2019-03-01,718415,0.0004526,0.0401574,0.0007499
15198,开心泡泡龙,2019-04-01,799825,0.000501,0.0307689,0.0007499
15198,开心泡泡龙,2019-05-01,397870,0.0002492,0.0305263,0.0007499
15198,开心泡泡龙,2019-06-01,429647,0.0002691,0.0305263,0.0007499
15196,Wifi密码查看,2017-01-01,357446,0.0002688,0.056556,0.0004852
15196,Wifi密码查看,2017-02-01,350798,0.0002623,0.05639,0.0005118
15196,Wifi密码查看,2017-03-01,355257,0.000264,0.0571021,0.00041
15196,Wifi密码查看,2017-05-01,235648,0.0001736,0.0573222,0.0005277
15196,Wifi密码查看,2017-04-01,288083,0.0002135,0.0565626,0.0004095
15196,Wifi密码查看,2017-06-01,199640,0.0001463,0.0579732,0.0004622
15196,Wifi密码查看,2017-07-01,208975,0.0001522,0.0567826,0.0003679
15196,Wifi密码查看,2017-08-01,237513,0.0001719,0.0560412,0.0003815
15196,Wifi密码查看,2017-09-01,196545,0.0001409,0.0555045,0.0005414
15196,Wifi密码查看,2017-10-01,186603,0.0001326,0.0545944,0.0006384
15196,Wifi密码查看,2018-01-01,167119,0.0001173,0.0506156,0.0007171
15196,Wifi密码查看,2017-12-01,172050,0.0001213,0.0521189,0.0006255
15196,Wifi密码查看,2018-02-01,202532,0.0001411,0.0496045,0.0007026
15196,Wifi密码查看,2018-03-01,287067,0.0001986,0.0584801,0.0007603
15196,Wifi密码查看,2017-11-01,166883,0.0001183,0.0532576,0.0006536
15196,Wifi密码查看,2018-04-01,346537,0.0002331,0.0594539,0.0007603
15196,Wifi密码查看,2018-05-01,301468,0.0002016,0.0609023,0.0007603
15196,Wifi密码查看,2018-06-01,242691,0.0001611,0.0598758,0.0007603
15196,Wifi密码查看,2018-07-01,233500,0.0001534,0.056651,0.0007458
15196,Wifi密码查看,2018-08-01,705122,0.0004584,0.0480045,0.0007472
15196,Wifi密码查看,2018-09-01,701282,0.0004514,0.0528564,0.000751
15196,Wifi密码查看,2018-10-01,667138,0.0004248,0.0433702,0.000751
15196,Wifi密码查看,2018-11-01,503349,0.0003171,0.0376278,0.0007509
15196,Wifi密码查看,2019-02-01,406336,0.0002558,0.0388882,0.0007499
15196,Wifi密码查看,2019-01-01,458237,0.0002904,0.0388563,0.0007499
15196,Wifi密码查看,2018-12-01,535835,0.0003397,0.0380731,0.0007499
15196,Wifi密码查看,2019-03-01,456131,0.0002874,0.0401574,0.0007499
15196,Wifi密码查看,2019-04-01,526262,0.0003296,0.0307689,0.0007499
15196,Wifi密码查看,2019-05-01,395168,0.0002475,0.0305263,0.0007499
15196,Wifi密码查看,2019-06-01,401735,0.0002516,0.0305263,0.0007499
15209,智慧教育(家长端),2017-01-01,62629,4.71e-05,0.056556,0.0004852
15209,智慧教育(家长端),2017-02-01,56631,4.23e-05,0.05639,0.0005118
15209,智慧教育(家长端),2017-03-01,53380,3.97e-05,0.0571021,0.00041
15209,智慧教育(家长端),2017-04-01,50247,3.72e-05,0.0565626,0.0004095
15209,智慧教育(家长端),2017-05-01,49338,3.64e-05,0.0573222,0.0005277
15209,智慧教育(家长端),2017-06-01,48300,3.54e-05,0.0579732,0.0004622
15209,智慧教育(家长端),2017-08-01,44646,3.23e-05,0.0560412,0.0003815
15209,智慧教育(家长端),2017-07-01,44773,3.26e-05,0.0567826,0.0003679
15209,智慧教育(家长端),2017-09-01,55801,4e-05,0.0555045,0.0005414
15209,智慧教育(家长端),2017-11-01,46675,3.31e-05,0.0532576,0.0006536
15209,智慧教育(家长端),2017-10-01,51438,3.66e-05,0.0545944,0.0006384
15209,智慧教育(家长端),2017-12-01,45334,3.2e-05,0.0521189,0.0006255
15209,智慧教育(家长端),2018-02-01,43826,3.05e-05,0.0496045,0.0007026
15209,智慧教育(家长端),2018-01-01,43320,3.04e-05,0.0506156,0.0007171
15209,智慧教育(家长端),2018-03-01,19181,1.33e-05,0.0584801,0.0007603
15209,智慧教育(家长端),2018-05-01,18935,1.27e-05,0.0609023,0.0007603
15209,智慧教育(家长端),2018-06-01,19774,1.31e-05,0.0598758,0.0007603
15209,智慧教育(家长端),2018-04-01,19644,1.32e-05,0.0594539,0.0007603
15209,智慧教育(家长端),2018-07-01,19826,1.3e-05,0.056651,0.0007458
15209,智慧教育(家长端),2018-08-01,19156,1.25e-05,0.0480045,0.0007472
15209,智慧教育(家长端),2018-09-01,24020,1.55e-05,0.0528564,0.000751
15209,智慧教育(家长端),2018-11-01,20725,1.31e-05,0.0376278,0.0007509
15209,智慧教育(家长端),2018-10-01,23491,1.5e-05,0.0433702,0.000751
15209,智慧教育(家长端),2018-12-01,23263,1.47e-05,0.0380731,0.0007499
15209,智慧教育(家长端),2019-02-01,19647,1.24e-05,0.0388882,0.0007499
15209,智慧教育(家长端),2019-01-01,21186,1.34e-05,0.0388563,0.0007499
15209,智慧教育(家长端),2019-04-01,21930,1.37e-05,0.0307689,0.0007499
15209,智慧教育(家长端),2019-03-01,22105,1.39e-05,0.0401574,0.0007499
15209,智慧教育(家长端),2019-05-01,19980,1.25e-05,0.0305263,0.0007499
15209,智慧教育(家长端),2019-06-01,21355,1.34e-05,0.0305263,0.0007499
15229,常熟零距离,2017-01-01,37406,2.81e-05,0.056556,0.0004852
15229,常熟零距离,2017-03-01,38833,2.89e-05,0.0571021,0.00041
15229,常熟零距离,2017-02-01,37790,2.83e-05,0.05639,0.0005118
15229,常熟零距离,2017-04-01,37959,2.81e-05,0.0565626,0.0004095
15229,常熟零距离,2017-06-01,39553,2.9e-05,0.0579732,0.0004622
15229,常熟零距离,2017-05-01,39664,2.92e-05,0.0573222,0.0005277
15229,常熟零距离,2017-08-01,37441,2.71e-05,0.0560412,0.0003815
15229,常熟零距离,2017-07-01,37273,2.72e-05,0.0567826,0.0003679
15229,常熟零距离,2017-09-01,41526,2.98e-05,0.0555045,0.0005414
15229,常熟零距离,2017-10-01,39496,2.81e-05,0.0545944,0.0006384
15229,常熟零距离,2017-12-01,36260,2.56e-05,0.0521189,0.0006255
15229,常熟零距离,2017-11-01,37861,2.68e-05,0.0532576,0.0006536
15229,常熟零距离,2018-01-01,35014,2.46e-05,0.0506156,0.0007171
15229,常熟零距离,2018-02-01,33219,2.31e-05,0.0496045,0.0007026
15229,常熟零距离,2018-03-01,29780,2.06e-05,0.0584801,0.0007603
15229,常熟零距离,2018-04-01,29304,1.97e-05,0.0594539,0.0007603
15229,常熟零距离,2018-05-01,31916,2.13e-05,0.0609023,0.0007603
15229,常熟零距离,2018-06-01,28984,1.92e-05,0.0598758,0.0007603
15229,常熟零距离,2018-07-01,29823,1.96e-05,0.056651,0.0007458
15229,常熟零距离,2018-08-01,28406,1.85e-05,0.0480045,0.0007472
15229,常熟零距离,2018-09-01,37642,2.42e-05,0.0528564,0.000751
15229,常熟零距离,2018-10-01,36107,2.3e-05,0.0433702,0.000751
15229,常熟零距离,2018-12-01,21431,1.36e-05,0.0380731,0.0007499
15229,常熟零距离,2018-11-01,19885,1.25e-05,0.0376278,0.0007509
15229,常熟零距离,2019-01-01,26409,1.67e-05,0.0388563,0.0007499
15229,常熟零距离,2019-02-01,25310,1.59e-05,0.0388882,0.0007499
15229,常熟零距离,2019-03-01,30278,1.91e-05,0.0401574,0.0007499
15229,常熟零距离,2019-04-01,29806,1.87e-05,0.0307689,0.0007499
15229,常熟零距离,2019-06-01,26536,1.66e-05,0.0305263,0.0007499
15232,九块九包邮,2017-01-01,2342,1.8e-06,0.056556,0.0004852
15232,九块九包邮,2017-02-01,2267,1.7e-06,0.05639,0.0005118
15232,九块九包邮,2017-03-01,2469,1.8e-06,0.0571021,0.00041
15232,九块九包邮,2017-04-01,2350,1.7e-06,0.0565626,0.0004095
15232,九块九包邮,2017-05-01,2300,1.7e-06,0.0573222,0.0005277
15229,常熟零距离,2019-05-01,27151,1.7e-05,0.0305263,0.0007499
15232,九块九包邮,2017-06-01,2367,1.7e-06,0.0579732,0.0004622
15232,九块九包邮,2017-07-01,2317,1.7e-06,0.0567826,0.0003679
15232,九块九包邮,2017-08-01,2084,1.5e-06,0.0560412,0.0003815
15232,九块九包邮,2017-10-01,2000,1.4e-06,0.0545944,0.0006384
15232,九块九包邮,2017-09-01,2028,1.5e-06,0.0555045,0.0005414
15232,九块九包邮,2017-11-01,1854,1.3e-06,0.0532576,0.0006536
15232,九块九包邮,2017-12-01,1770,1.2e-06,0.0521189,0.0006255
15232,九块九包邮,2018-01-01,1554,1.1e-06,0.0506156,0.0007171
15232,九块九包邮,2018-02-01,1429,1e-06,0.0496045,0.0007026
15232,九块九包邮,2018-03-01,1785,1.2e-06,0.0584801,0.0007603
15232,九块九包邮,2018-04-01,1836,1.2e-06,0.0594539,0.0007603
15232,九块九包邮,2018-05-01,1581,1.1e-06,0.0609023,0.0007603
15232,九块九包邮,2018-06-01,1177,8e-07,0.0598758,0.0007603
15232,九块九包邮,2018-08-01,1586,1e-06,0.0480045,0.0007472
15232,九块九包邮,2018-07-01,1589,1e-06,0.056651,0.0007458
15232,九块九包邮,2018-10-01,2212,1.4e-06,0.0433702,0.000751
15232,九块九包邮,2018-09-01,2609,1.7e-06,0.0528564,0.000751
15232,九块九包邮,2018-12-01,1312,8e-07,0.0380731,0.0007499
15232,九块九包邮,2018-11-01,1945,1.2e-06,0.0376278,0.0007509
15232,九块九包邮,2019-01-01,1592,1e-06,0.0388563,0.0007499
15232,九块九包邮,2019-02-01,2185,1.4e-06,0.0388882,0.0007499
15232,九块九包邮,2019-03-01,1466,9e-07,0.0401574,0.0007499
15232,九块九包邮,2019-04-01,1098,7e-07,0.0307689,0.0007499
15232,九块九包邮,2019-05-01,1015,6e-07,0.0305263,0.0007499
15232,九块九包邮,2019-06-01,985,6e-07,0.0305263,0.0007499
15276,轻轻老师,2017-01-01,0,0,0.056556,0.0004852
15276,轻轻老师,2017-02-01,0,0,0.05639,0.0005118
15276,轻轻老师,2017-03-01,0,0,0.0571021,0.00041
15276,轻轻老师,2017-04-01,0,0,0.0565626,0.0004095
15276,轻轻老师,2017-05-01,0,0,0.0573222,0.0005277
15276,轻轻老师,2017-06-01,0,0,0.0579732,0.0004622
15276,轻轻老师,2017-08-01,0,0,0.0560412,0.0003815
15276,轻轻老师,2017-07-01,0,0,0.0567826,0.0003679
15276,轻轻老师,2017-09-01,0,0,0.0555045,0.0005414
15276,轻轻老师,2017-10-01,0,0,0.0545944,0.0006384
15276,轻轻老师,2017-11-01,0,0,0.0532576,0.0006536
15276,轻轻老师,2017-12-01,0,0,0.0521189,0.0006255
15276,轻轻老师,2018-02-01,0,0,0.0496045,0.0007026
15276,轻轻老师,2018-01-01,0,0,0.0506156,0.0007171
15276,轻轻老师,2018-03-01,0,0,0.0584801,0.0007603
15276,轻轻老师,2018-04-01,0,0,0.0594539,0.0007603
15276,轻轻老师,2018-05-01,0,0,0.0609023,0.0007603
